"BehaviorSpace results (NetLogo 6.0.1)"
"Diffusion-chrizbo.nlogo"
"social-influence-experiment"
"07/23/2017 13:43:07:963 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-agents","network","social-influence","broadcast-influence","[step]","count turtles with [ adopted? ]","count regulars with [ adopted? ]","count influentials with [ adopted? ]"
"32","100","""random""","0.4","0.05","2","14","14","0"
"29","100","""random""","0.3","0.05","21","95","86","9"
"29","100","""random""","0.3","0.05","22","96","87","9"
"32","100","""random""","0.4","0.05","3","18","18","0"
"29","100","""random""","0.3","0.05","23","97","88","9"
"30","100","""random""","0.3","0.05","20","91","84","7"
"29","100","""random""","0.3","0.05","24","98","89","9"
"30","100","""random""","0.3","0.05","21","91","84","7"
"29","100","""random""","0.3","0.05","25","98","89","9"
"29","100","""random""","0.3","0.05","26","98","89","9"
"29","100","""random""","0.3","0.05","27","99","90","9"
"32","100","""random""","0.4","0.05","4","25","25","0"
"29","100","""random""","0.3","0.05","28","99","90","9"
"29","100","""random""","0.3","0.05","29","99","90","9"
"30","100","""random""","0.3","0.05","22","91","84","7"
"29","100","""random""","0.3","0.05","30","99","90","9"
"29","100","""random""","0.3","0.05","31","99","90","9"
"32","100","""random""","0.4","0.05","5","33","33","0"
"29","100","""random""","0.3","0.05","32","99","90","9"
"29","100","""random""","0.3","0.05","33","99","90","9"
"30","100","""random""","0.3","0.05","23","92","85","7"
"29","100","""random""","0.3","0.05","34","99","90","9"
"29","100","""random""","0.3","0.05","35","99","90","9"
"30","100","""random""","0.3","0.05","24","92","85","7"
"29","100","""random""","0.3","0.05","36","99","90","9"
"32","100","""random""","0.4","0.05","6","40","39","1"
"29","100","""random""","0.3","0.05","37","99","90","9"
"29","100","""random""","0.3","0.05","38","99","90","9"
"29","100","""random""","0.3","0.05","39","99","90","9"
"29","100","""random""","0.3","0.05","40","99","90","9"
"32","100","""random""","0.4","0.05","7","46","45","1"
"29","100","""random""","0.3","0.05","41","99","90","9"
"29","100","""random""","0.3","0.05","42","99","90","9"
"30","100","""random""","0.3","0.05","25","95","87","8"
"29","100","""random""","0.3","0.05","43","99","90","9"
"32","100","""random""","0.4","0.05","8","53","52","1"
"30","100","""random""","0.3","0.05","26","95","87","8"
"29","100","""random""","0.3","0.05","44","99","90","9"
"29","100","""random""","0.3","0.05","45","99","90","9"
"29","100","""random""","0.3","0.05","46","99","90","9"
"29","100","""random""","0.3","0.05","47","99","90","9"
"32","100","""random""","0.4","0.05","9","58","57","1"
"29","100","""random""","0.3","0.05","48","99","90","9"
"29","100","""random""","0.3","0.05","49","99","90","9"
"29","100","""random""","0.3","0.05","50","99","90","9"
"30","100","""random""","0.3","0.05","27","97","89","8"
"29","100","""random""","0.3","0.05","51","99","90","9"
"32","100","""random""","0.4","0.05","10","62","61","1"
"30","100","""random""","0.3","0.05","28","98","90","8"
"29","100","""random""","0.3","0.05","52","99","90","9"
"29","100","""random""","0.3","0.05","53","100","90","10"
"32","100","""random""","0.4","0.05","11","68","67","1"
"32","100","""random""","0.4","0.05","12","72","71","1"
"32","100","""random""","0.4","0.05","13","73","72","1"
"32","100","""random""","0.4","0.05","14","79","78","1"
"32","100","""random""","0.4","0.05","15","82","81","1"
"30","100","""random""","0.3","0.05","29","98","90","8"
"32","100","""random""","0.4","0.05","16","85","82","3"
"30","100","""random""","0.3","0.05","30","98","90","8"
"32","100","""random""","0.4","0.05","17","85","82","3"
"30","100","""random""","0.3","0.05","31","98","90","8"
"32","100","""random""","0.4","0.05","18","89","86","3"
"30","100","""random""","0.3","0.05","32","98","90","8"
"32","100","""random""","0.4","0.05","19","89","86","3"
"30","100","""random""","0.3","0.05","33","98","90","8"
"30","100","""random""","0.3","0.05","34","98","90","8"
"32","100","""random""","0.4","0.05","20","89","86","3"
"32","100","""random""","0.4","0.05","21","89","86","3"
"30","100","""random""","0.3","0.05","35","100","90","10"
"32","100","""random""","0.4","0.05","22","92","89","3"
"33","100","""random""","0.4","0.05","0","0","0","0"
"32","100","""random""","0.4","0.05","23","93","89","4"
"32","100","""random""","0.4","0.05","24","93","89","4"
"32","100","""random""","0.4","0.05","25","94","89","5"
"32","100","""random""","0.4","0.05","26","96","90","6"
"32","100","""random""","0.4","0.05","27","97","90","7"
"32","100","""random""","0.4","0.05","28","97","90","7"
"32","100","""random""","0.4","0.05","29","98","90","8"
"32","100","""random""","0.4","0.05","30","98","90","8"
"32","100","""random""","0.4","0.05","31","98","90","8"
"32","100","""random""","0.4","0.05","32","98","90","8"
"32","100","""random""","0.4","0.05","33","98","90","8"
"32","100","""random""","0.4","0.05","34","98","90","8"
"32","100","""random""","0.4","0.05","35","98","90","8"
"32","100","""random""","0.4","0.05","36","98","90","8"
"32","100","""random""","0.4","0.05","37","98","90","8"
"32","100","""random""","0.4","0.05","38","98","90","8"
"32","100","""random""","0.4","0.05","39","98","90","8"
"32","100","""random""","0.4","0.05","40","98","90","8"
"32","100","""random""","0.4","0.05","41","98","90","8"
"32","100","""random""","0.4","0.05","42","98","90","8"
"32","100","""random""","0.4","0.05","43","98","90","8"
"34","100","""random""","0.4","0.05","0","0","0","0"
"32","100","""random""","0.4","0.05","44","99","90","9"
"32","100","""random""","0.4","0.05","45","99","90","9"
"32","100","""random""","0.4","0.05","46","99","90","9"
"32","100","""random""","0.4","0.05","47","99","90","9"
"32","100","""random""","0.4","0.05","48","99","90","9"
"32","100","""random""","0.4","0.05","49","99","90","9"
"32","100","""random""","0.4","0.05","50","99","90","9"
"34","100","""random""","0.4","0.05","1","6","6","0"
"32","100","""random""","0.4","0.05","51","99","90","9"
"32","100","""random""","0.4","0.05","52","99","90","9"
"32","100","""random""","0.4","0.05","53","99","90","9"
"32","100","""random""","0.4","0.05","54","99","90","9"
"32","100","""random""","0.4","0.05","55","99","90","9"
"34","100","""random""","0.4","0.05","2","12","12","0"
"33","100","""random""","0.4","0.05","1","3","3","0"
"32","100","""random""","0.4","0.05","56","99","90","9"
"32","100","""random""","0.4","0.05","57","99","90","9"
"32","100","""random""","0.4","0.05","58","99","90","9"
"32","100","""random""","0.4","0.05","59","99","90","9"
"32","100","""random""","0.4","0.05","60","99","90","9"
"34","100","""random""","0.4","0.05","3","19","19","0"
"32","100","""random""","0.4","0.05","61","99","90","9"
"33","100","""random""","0.4","0.05","2","5","5","0"
"32","100","""random""","0.4","0.05","62","99","90","9"
"32","100","""random""","0.4","0.05","63","99","90","9"
"32","100","""random""","0.4","0.05","64","99","90","9"
"32","100","""random""","0.4","0.05","65","99","90","9"
"34","100","""random""","0.4","0.05","4","24","22","2"
"32","100","""random""","0.4","0.05","66","99","90","9"
"32","100","""random""","0.4","0.05","67","99","90","9"
"32","100","""random""","0.4","0.05","68","99","90","9"
"32","100","""random""","0.4","0.05","69","99","90","9"
"32","100","""random""","0.4","0.05","70","99","90","9"
"32","100","""random""","0.4","0.05","71","99","90","9"
"34","100","""random""","0.4","0.05","5","35","32","3"
"32","100","""random""","0.4","0.05","72","99","90","9"
"32","100","""random""","0.4","0.05","73","99","90","9"
"32","100","""random""","0.4","0.05","74","99","90","9"
"32","100","""random""","0.4","0.05","75","99","90","9"
"34","100","""random""","0.4","0.05","6","41","38","3"
"32","100","""random""","0.4","0.05","76","99","90","9"
"32","100","""random""","0.4","0.05","77","99","90","9"
"32","100","""random""","0.4","0.05","78","99","90","9"
"32","100","""random""","0.4","0.05","79","99","90","9"
"32","100","""random""","0.4","0.05","80","99","90","9"
"34","100","""random""","0.4","0.05","7","46","42","4"
"32","100","""random""","0.4","0.05","81","99","90","9"
"32","100","""random""","0.4","0.05","82","99","90","9"
"32","100","""random""","0.4","0.05","83","99","90","9"
"32","100","""random""","0.4","0.05","84","99","90","9"
"34","100","""random""","0.4","0.05","8","54","50","4"
"32","100","""random""","0.4","0.05","85","99","90","9"
"32","100","""random""","0.4","0.05","86","99","90","9"
"32","100","""random""","0.4","0.05","87","99","90","9"
"32","100","""random""","0.4","0.05","88","99","90","9"
"34","100","""random""","0.4","0.05","9","59","55","4"
"32","100","""random""","0.4","0.05","89","99","90","9"
"32","100","""random""","0.4","0.05","90","99","90","9"
"32","100","""random""","0.4","0.05","91","99","90","9"
"32","100","""random""","0.4","0.05","92","99","90","9"
"32","100","""random""","0.4","0.05","93","99","90","9"
"32","100","""random""","0.4","0.05","94","99","90","9"
"32","100","""random""","0.4","0.05","95","99","90","9"
"32","100","""random""","0.4","0.05","96","99","90","9"
"32","100","""random""","0.4","0.05","97","99","90","9"
"32","100","""random""","0.4","0.05","98","99","90","9"
"32","100","""random""","0.4","0.05","99","99","90","9"
"32","100","""random""","0.4","0.05","100","99","90","9"
"32","100","""random""","0.4","0.05","101","99","90","9"
"32","100","""random""","0.4","0.05","102","99","90","9"
"32","100","""random""","0.4","0.05","103","100","90","10"
"35","100","""random""","0.4","0.05","0","0","0","0"
"33","100","""random""","0.4","0.05","3","12","10","2"
"33","100","""random""","0.4","0.05","4","21","17","4"
"35","100","""random""","0.4","0.05","1","8","6","2"
"35","100","""random""","0.4","0.05","2","15","12","3"
"33","100","""random""","0.4","0.05","5","28","24","4"
"35","100","""random""","0.4","0.05","3","24","21","3"
"33","100","""random""","0.4","0.05","6","37","32","5"
"33","100","""random""","0.4","0.05","7","45","40","5"
"35","100","""random""","0.4","0.05","4","33","29","4"
"33","100","""random""","0.4","0.05","8","52","47","5"
"35","100","""random""","0.4","0.05","5","37","33","4"
"33","100","""random""","0.4","0.05","9","59","54","5"
"33","100","""random""","0.4","0.05","10","68","63","5"
"35","100","""random""","0.4","0.05","6","47","42","5"
"33","100","""random""","0.4","0.05","11","71","66","5"
"35","100","""random""","0.4","0.05","7","53","48","5"
"33","100","""random""","0.4","0.05","12","74","69","5"
"35","100","""random""","0.4","0.05","8","56","51","5"
"33","100","""random""","0.4","0.05","13","77","71","6"
"33","100","""random""","0.4","0.05","14","82","75","7"
"35","100","""random""","0.4","0.05","9","62","57","5"
"33","100","""random""","0.4","0.05","15","83","76","7"
"35","100","""random""","0.4","0.05","10","66","61","5"
"33","100","""random""","0.4","0.05","16","87","78","9"
"35","100","""random""","0.4","0.05","11","70","64","6"
"35","100","""random""","0.4","0.05","12","75","68","7"
"36","100","""random""","0.4","0.05","0","0","0","0"
"34","100","""random""","0.4","0.05","10","62","57","5"
"33","100","""random""","0.4","0.05","17","87","78","9"
"33","100","""random""","0.4","0.05","18","92","83","9"
"35","100","""random""","0.4","0.05","13","82","74","8"
"33","100","""random""","0.4","0.05","19","93","84","9"
"34","100","""random""","0.4","0.05","11","65","59","6"
"33","100","""random""","0.4","0.05","20","94","85","9"
"35","100","""random""","0.4","0.05","14","87","79","8"
"36","100","""random""","0.4","0.05","1","6","6","0"
"33","100","""random""","0.4","0.05","21","95","86","9"
"33","100","""random""","0.4","0.05","22","95","86","9"
"34","100","""random""","0.4","0.05","12","73","67","6"
"33","100","""random""","0.4","0.05","23","97","88","9"
"33","100","""random""","0.4","0.05","24","97","88","9"
"33","100","""random""","0.4","0.05","25","97","88","9"
"33","100","""random""","0.4","0.05","26","97","88","9"
"36","100","""random""","0.4","0.05","2","10","9","1"
"34","100","""random""","0.4","0.05","13","75","69","6"
"35","100","""random""","0.4","0.05","15","87","79","8"
"33","100","""random""","0.4","0.05","27","98","89","9"
"33","100","""random""","0.4","0.05","28","100","90","10"
"35","100","""random""","0.4","0.05","16","89","81","8"
"34","100","""random""","0.4","0.05","14","78","72","6"
"35","100","""random""","0.4","0.05","17","92","84","8"
"36","100","""random""","0.4","0.05","3","17","15","2"
"34","100","""random""","0.4","0.05","15","81","74","7"
"35","100","""random""","0.4","0.05","18","94","86","8"
"35","100","""random""","0.4","0.05","19","96","88","8"
"34","100","""random""","0.4","0.05","16","86","78","8"
"35","100","""random""","0.4","0.05","20","97","89","8"
"34","100","""random""","0.4","0.05","17","90","81","9"
"35","100","""random""","0.4","0.05","21","98","90","8"
"34","100","""random""","0.4","0.05","18","95","86","9"
"35","100","""random""","0.4","0.05","22","99","90","9"
"34","100","""random""","0.4","0.05","19","97","88","9"
"35","100","""random""","0.4","0.05","23","99","90","9"
"34","100","""random""","0.4","0.05","20","98","89","9"
"35","100","""random""","0.4","0.05","24","99","90","9"
"34","100","""random""","0.4","0.05","21","99","90","9"
"35","100","""random""","0.4","0.05","25","99","90","9"
"34","100","""random""","0.4","0.05","22","99","90","9"
"35","100","""random""","0.4","0.05","26","99","90","9"
"34","100","""random""","0.4","0.05","23","99","90","9"
"35","100","""random""","0.4","0.05","27","99","90","9"
"34","100","""random""","0.4","0.05","24","99","90","9"
"35","100","""random""","0.4","0.05","28","99","90","9"
"34","100","""random""","0.4","0.05","25","99","90","9"
"35","100","""random""","0.4","0.05","29","99","90","9"
"34","100","""random""","0.4","0.05","26","99","90","9"
"35","100","""random""","0.4","0.05","30","99","90","9"
"34","100","""random""","0.4","0.05","27","99","90","9"
"35","100","""random""","0.4","0.05","31","99","90","9"
"34","100","""random""","0.4","0.05","28","99","90","9"
"35","100","""random""","0.4","0.05","32","99","90","9"
"34","100","""random""","0.4","0.05","29","99","90","9"
"34","100","""random""","0.4","0.05","30","99","90","9"
"35","100","""random""","0.4","0.05","33","99","90","9"
"34","100","""random""","0.4","0.05","31","99","90","9"
"35","100","""random""","0.4","0.05","34","99","90","9"
"37","100","""random""","0.4","0.05","0","0","0","0"
"34","100","""random""","0.4","0.05","32","99","90","9"
"35","100","""random""","0.4","0.05","35","99","90","9"
"34","100","""random""","0.4","0.05","33","99","90","9"
"35","100","""random""","0.4","0.05","36","99","90","9"
"34","100","""random""","0.4","0.05","34","100","90","10"
"35","100","""random""","0.4","0.05","37","99","90","9"
"37","100","""random""","0.4","0.05","1","6","5","1"
"35","100","""random""","0.4","0.05","38","99","90","9"
"35","100","""random""","0.4","0.05","39","99","90","9"
"35","100","""random""","0.4","0.05","40","99","90","9"
"35","100","""random""","0.4","0.05","41","99","90","9"
"37","100","""random""","0.4","0.05","2","13","10","3"
"35","100","""random""","0.4","0.05","42","99","90","9"
"35","100","""random""","0.4","0.05","43","99","90","9"
"35","100","""random""","0.4","0.05","44","99","90","9"
"35","100","""random""","0.4","0.05","45","99","90","9"
"37","100","""random""","0.4","0.05","3","26","22","4"
"35","100","""random""","0.4","0.05","46","99","90","9"
"35","100","""random""","0.4","0.05","47","99","90","9"
"35","100","""random""","0.4","0.05","48","99","90","9"
"37","100","""random""","0.4","0.05","4","36","31","5"
"35","100","""random""","0.4","0.05","49","99","90","9"
